rating,text,title,user.userLocation.name,user.userLocation.shortName,user.username,publishedDate,X,X.1,X.2,X.3,X.4,X.5,sentiment,year,nationality
3,"Ok eatery, nothing great compared to much else. The music is loud and the place is set up in a large room, so no quiet corners. The service a bit overbearing on the verge of being rude, when we were told that now was the last chance if we wanted to order, and at that time there were approx. gone 5 min. 
Ordered 2 burgers and spare ribs, you can only order one size of spare ribs, 500 g, including legs, so would recommend a starter if you choose this one. Burger Ok average level, nothing fancy, and alm of size. Spareribs are no wilder than what you get at Boens, and the price difference for the same quantity is approx. DKK 50, compared to Danish prices.",Ok but not amazing,"Lystrup, Denmark",Lystrup,KristianJ430,2023-10-17,,,,,,,pos,2023.0,Foreigner
5,"This place is just wow. 
The food was absolutely fantastic, some of the best I've eaten in Gdansk. In addition, they made so many good drinks and the drink menu itself is very fun and varied. Good mood and vibe in the restaurant, nice locale, must also give an extra shout out to the bartender Bartek who gave excellent service. 
We will definitely come back here next time we are in Gdansk. But then I recommend booking a table in advance, there was a bit of a queue so to avoid waiting so long we sat at the bar and ate, but it also went very well","Amazing food, drink, room and service :)","Majorca, Spain",Majorca,Explorer34522451747,2024-03-17,,,,,,,pos,2024.0,Foreigner
5,"The food is delicious, really worth the price. It is worth mentioning the great atmosphere in the place. The waiter Szymon S was wonderful, really great level of service and we also felt very well taken care of 🥰 I highly recommend it ❤️",I highly recommend :))),"Malbork, Poland",Malbork,Ziomq,2023-12-17,,,,,,,pos,2023.0,Poland
4,"Nice and warm welcome when you arrive. No menus as you had to scan a code and look at it online. As my phone was almost out of battery, I found this an inconvenience and would have preferred a paper menu. Server was very friendly and the food tasty if a little on the expensive side. Live music was a nice touch.",Live music and a nice atmosphere.,"Manchester, United Kingdom",Manchester,GlobeyWales,2024-01-11,,,,,,,pos,2024.0,Foreigner
5,The chicken burger was amazing! Super crispy and full of flavour. Vibe is also very nice and so was our server Simon w. Defo recommend,Best burger ever!,"Manchester, United Kingdom",Manchester,Departure27382855475,2023-11-28,,,,,,,pos,2023.0,Foreigner
4,"Was there for a late lunch so very quiet. The food was fantastic and the best we ate on the trip. Ribs, strips and salad. Very good waiter who explained calmly and well. A little loud music for lunch. Great music that we all recognized and enjoyed",Amazing food that is worth its price. Good service. Good music lovely environment (lunch),"Mariestad, Sweden",Mariestad,Yosa78,2024-10-05,,,,,,,pos,2024.0,Foreigner
4,"Typical American-style steakhouse (it's a widespread chain in Poland) with blasting rock music and HD motorbikes hanging from the ceiling. We went in immediately only because I had booked in advance, otherwise the wait would have been long, even though the place was very large. Fairly fast service, taking into account the people, good food with the possibility of cooking it on the spot on a grill that comes with the order. Medium-high prices for being in Gdansk.",Meat in Gdansk,"Merate, Italy",Merate,alteod,2023-10-22,,,,,,,pos,2023.0,Foreigner
5,Super nice casual service by Eryk - many thanks for great food advice. All delicious and great service,Great place,"Milton Keynes, United Kingdom",Milton Keynes,BartR208,2023-09-15,,,,,,,pos,2023.0,Foreigner
5,"A restaurant with good steaks, delicious ribs, I recommend cheese sauce with potatoes 👌🏻. Interesting presentation of cocktails. The waiter Emilia provided good service, well done. We'll come back again.",Great American restaurant,"Minsk, Belarus",Minsk,California_4444,2023-07-10,,,,,,,pos,2023.0,Foreigner
5,"Incredibly good space. Cool atmosphere, good music, very good service and fantastic food. Visited 2 days in a row and was very impressed both days. Highly recommended, will be back.",Fantastic dining experience!,"Molde, Norway",Molde,torv177,2024-03-01,,,,,,,pos,2024.0,Foreigner
1,"I was supposed to have a doritos burger but didn't let me have one so I got a children's burger with doritos and no spice, not recommended!!! ",Bad waiter,"Molde, Norway",Molde,FarAway54371109252,2023-10-15,,,,,,,neg,2023.0,Foreigner
5,We had a very nice evening at “Whiskey in the Jar”! Cocktails were exceptional and very good. The meat was outstanding! And the service was very friendly!,Terrific!,"Monheim am Rhein, Germany",Monheim am Rhein,gerdhachtel,2023-09-11,,,,,,,pos,2023.0,Foreigner
5,"Whiskey In The Jar in Gdansk is a nice place to sit, relax, and having delicious food and refreshing drinks.
I got the chance to be there twice in just one year being served by Simon S. It was my pleasure meeting him a second time since he is very friendly and passionate in his job. 
","Whiskey In The Jar in Gdansk is a nice place to sit, relax, and having delicious food and refreshing drinks.","Moosburg, Germany",Moosburg,522steffens,2023-10-07,,,,,,,pos,2023.0,Foreigner
5,"Right from the start the surroundings were fantastic and modern.. motorbikes as decoration.. pirate fish in aquarium.. We ordered two good steaks.. perfectly fried.. drinks tasted great.. friendly service.. It is on the expensive end compared to Polish prices , but definitely worth all the money.. we have made another reservation as we want to try their burgers..",Perfectly tender and tasty steaks with side dishes,"New York City, New York",New York City,dortem305,2023-10-04,,,,,,,pos,2023.0,Foreigner
1,"If you are in a hurry, you should definitely go here. It is really fast, our cocktails, starters and main course were served within 35 minutes. Not that we wanted this, but this was there policy. So if you would like to have a nice diner were the staff and the kitchen is not trying to rush you to get out of the restaurant, go towards a restaurant which is worth it, because this one is the worsted we visited in quite a while.",Anticlimax,"Nijkerk, The Netherlands",Nijkerk,OnAir49399605965,2023-08-20,,,,,,,neg,2023.0,Foreigner
5,Super tasty and fun drinks that are served in all kinds of glasses and containers. We had a really nice waiter named Piotr who gave us suggestions for good drinks and took the time to talk to us..,Great place for drinks!,"Norrkoping, Sweden",Norrkoping,U2001XRlisaf,2023-07-01,,,,,,,pos,2023.0,Foreigner
3,"We have been sitting here for a few days enjoying drinks in the sun, and have been quite satisfied. But on a Thursday evening when we thought of trying their steak, we were completely forgotten. We were directed to a table and were told the name of the waiter we were to have and that she would come very soon. After sitting and waiting for about 20 minutes without anyone coming to our table or showing that they had seen us, we got up and went somewhere else!
Give them average only for location, cool interior and lots of nice drinks",Was completely forgotten,Norway,Norway,Meander59620483429,2024-09-06,,,,,,,pos,2024.0,Foreigner
2,"Rude staff. Lady with black hair and bun didnt want to help us at all. 
Should just left without drinking anyting.
Suck a shame cuz its a nice place and a great bar:((",Such a shame,Norway,Norway,291ingride,2023-12-03,,,,,,,neg,2023.0,Foreigner
3,"The restaurants are well located, sickly smooth outside! But let us in whole. Couldn't book a table online, but luckily there was a table available. It was very full and unfortunately it took a long time before we got an order, so that we considered whether we should get up and leave. We had to hustle to get the waiter to come to the table.. Then there was live music, but it was very loud - so hard to chat. 
The food was good! And the drinks. 
But there probably won't be another trip there, I think there are many other great Polish restaurants you can go to when you're in Gdansk!",Absolutely fine,Norway,Norway,klllk,2023-12-01,,,,,,,pos,2023.0,Foreigner
4,"We really love the foods and drinks, Magda was really nice, she was took care all of us from beginning until the end, we will be back again next time.❤️","Nice food, drinks and good location ",Norway,Norway,990Kyoko,2023-09-10,,,,,,,pos,2023.0,Foreigner
5,"Today my husband and I ate the best steak in Gdańsk at the Whiskey in the Jar restaurant. We felt taken care of there the moment we entered the restaurant. It's all thanks to Mr. Piotr, whose personality made us feel like we were visiting good friends. And the drink that Mr. Piotr offered me is amazing, Mr. Piotr, you know 😃",Great place,Norway,Norway,bogumilac2023,2023-09-09,,,,,,,pos,2023.0,Foreigner
5,"We came here today 24 July 2023. Last time we were in Gdansk was 2014 and there have been a lot of changes! (Of course it was like 9 years ago). We choose to have our last dinner in Whiskey in the Jar and our overall experience was amazing! We ordered 1200gr premium cut aged tomahawk that me and hubby shared and nuggets for our 4 year old toddler... And of course some drinks! Food was incredibly amazing and fast and the service was top! Kudos to our waitress Paula, she took good care of us! Thank you dear for making our last night in Gdansk extra memorable! Guess this will be our new favorite spot in this beautiful city! Hope to be back here again in the future...",Highly Recommended!,Norway,Norway,AileSteph,2023-07-24,,,,,,,pos,2023.0,Foreigner
5,"We ordered drinks and snacks. Paula helped us guide through the menus and we were super happy with her service. Best drinks i gdansk by far, definatly recommend and will go back again. Dinner meny also seems really good.",Great drinks and food,Norway,Norway,Relax52375323161,2023-07-20,,,,,,,pos,2023.0,Foreigner
2,"The food was ok, although it is not a place for vegetarians. Service was also ok, until it started to approach at 19, when they obviously had another reservation and wanted us out. They cleared our plates almost before we had finished our food.",Ok place. Waiters a bit rude,Norway,Norway,721maritab,2023-07-03,,,,,,,neg,2023.0,Foreigner
1,"You can't call it bad service - because it was no service!!
We entered and got a seat, were asked to scan a QR code for the menu card - we did so and made a decision about the food, but no one came and took the order, even though we tried to make it clear that we would like to would order. Well, but we chose to go again.",No service,"Nyborg, Denmark",Nyborg,929pias,2023-12-19,,,,,,,neg,2023.0,Foreigner
5,"Read about this restaurant online, whiskey in the jar, took us for dinner. When we entered we were greeted with early 90's music, people singing along enthusiastically and lots of smiles and laughter. In the middle of the room stood the most fascinating aquarium I've ever seen, sparkling with an old motorcycle and piranhas. Mia, our waitress, made our visit an experience. She made us feel prioritized and looked after. Beautiful smile, exuberant personality and, not least, service minded. Food, drink and atmosphere - just have to be experienced",An unforgettable restaurant visit!,"Oslo, Norway",Oslo,710juneh,2024-11-23,,,,,,,pos,2024.0,Foreigner
3,"We were at the restaurant in Gdansk. To days in a row. Symon was a lovely waitress but the other ones are destroying the atmosphere. We were there to times and bought times the young girls were very impolite. 
It is so sad because the food was very tasty.",Shame for rude waitresses,"Oslo, Norway",Oslo,285roxanat,2024-10-27,,,,,,,pos,2024.0,Foreigner
5,Fantastic food and drink. Fantastic service and an atmosphere that is spot on. Meat & rock-'n'-roll 🤘🏼🤘🏼❤️🥰🥰,Meat & rock-'n'-roll,"Oslo, Norway",Oslo,Coastal43406044886,2024-03-30,,,,,,,pos,2024.0,Foreigner
5,"You have to book a table here, at least at weekends. Very good place there, but it is very popular. Fun drinks and VERY good steak! The accompaniments were lovely, especially the herb butter that is served alongside the steak. You MUST go here!",Fantastically good food,"Oslo, Norway",Oslo,annkristinm,2024-03-14,,,,,,,pos,2024.0,Foreigner
3,"We ordered ""grill premium mix"". Where we were supposed to taste different meats - we never got to know what the different meats were. 
We had not pre-booked a table either, which was fine as we got a table quite quickly (it was already fully booked). When we sat down, we got a menu via QR code, which is easy and simple, but the page took around 3 minutes to download, which was a bit tricky
When we ordered, it took around 40 minutes for the food to arrive, and the first two (no idea what it was) were ok+. The last one was supposed to be medium rare(?), but was probably closer to raw... it was also more fat than meat, which is usually fine for me, but didn't taste good this time. It probably tastes better to others than us. 
Both me and my boyfriend are not particularly picky, but would say that this restaurant is a bit overrated. Would like to come another time and taste other dishes if recommended",A bit overrated,"Oslo, Norway",Oslo,Jhn001,2024-03-08,,,,,,,pos,2024.0,Foreigner
1,"BAD SERVICE. RUDE STAFF. AVERAGE FOOD. TOURIST TRAP. 
Avoid being served by the tattooed, black haired woman that handles the 2nd floor. We arrived at the same time with a couple that sat beside us and our main course arrived by the time the other couple was leaving. We arrived at 19:00 and had the main course served at 20:21. I didn’t know what the waitress was thinking, but clearly, she wasn’t the brightest bulb on the Christmas tree.
The spicy chicken was quite cold when it reached our table, and so was the mini bucket of fries. The meat was okay. Would’ve been good if the resto could actually manage a large number of customers, so the waiters could do their tasks properly.  Rude staff and bad service is a bad combo.",RUDE STAFF. BAD SERVICE. AVERAGE FOOD,"Oslo, Norway",Oslo,LittleGlobeTrotter04,2023-12-28,,,,,,,neg,2023.0,Foreigner
5,"The place was amazing and the staff was wonderful.
Our wonderful bartender Wiktoria made our night most fun and made us wonderful drinks aswell. I recommend her and the place when u visit Gdańsk ",Amazing and recommend!!!,"Oslo, Norway",Oslo,Yummyfood4life,2023-11-16,,,,,,,pos,2023.0,Foreigner
5,"A beautiful red-brick building lit up by red lights. Come inside to a world of rock, whiskey and metal. The music is rock from every decade which had me jamming throughout the meal. 
Their meat selection is phenomenal, I went with “The Rocker”, perfect medium roastbeef with truffle potato puree and grilled corn. If you like a litte rock’n’roll in your life, this place is mandatory when the trip takes you to Gdansk. 
Ps: Ask for Klaudia, she had our backs the whole way with a smile on her face! 
5/5",10/10,"Oslo, Norway",Oslo,Isabella2110,2023-10-20,,,,,,,pos,2023.0,Foreigner
5,Super service and good food. Good location on a sunny day. Paula was an attentive waitress who gave us good service throughout the meal.,Nice location good food and good drinks.,"Oslo, Norway",Oslo,Road36288698419,2023-09-30,,,,,,,pos,2023.0,Foreigner
5,"Amazing beef, and good drinks. The trufle/potato purée was the best side dish I have ever had. Great atmosphere aswell",Emilia,"Oslo, Norway",Oslo,707eivindr,2023-09-14,,,,,,,pos,2023.0,Foreigner
5,One of my favorite places in Gdansk. I always start with Tatar meat. Large selection of cocktails and simply excellent atmosphere. ,Always 100%,"Oslo, Norway",Oslo,OxanaD2,2023-08-04,,,,,,,pos,2023.0,Foreigner
5,Everything was just perfect! New burger was something new and interesting also I think that that upgraded vege burger with really good tasting soya meat. Thank you for your service Szymon!,Amazing as always!,"Paris, France",Paris,ninovelove,2023-09-24,,,,,,,pos,2023.0,Foreigner
5,"Wow! One of the best restaurants I've ever been to! The food, the service, the atmosphere all amazing!",Wow! Food! Wow!,"Paris, France",Paris,E7460CVsophied,2023-08-18,,,,,,,pos,2023.0,Foreigner
5,"Very tasty burgers, drink with proper kick, exquisite service, Filip is your guy he knows his stuff. Great addition is a wonderful view",Burgers with a view,"Peterborough, United Kingdom",Peterborough,PKolecki,2023-07-09,,,,,,,pos,2023.0,Foreigner
5,"Great drinks, the bartender Bartek took great care of our sense of humor with delicious drinks!  Great knowledge and professional approach to the client :) I highly recommend!",Drinks - Bartek,Poland,Poland,aleksandrapF5666LB,2023-10-30,,,,,,,pos,2023.0,Poland
5,Very good food and drinks. Our host Klaudia was very friendly and helpful. I highly recommend chinatown sour.,Very good place,Poland,Poland,985michalinak,2023-10-16,,,,,,,pos,2023.0,Poland
5,"Very tasty food and the waitress Emilia provided great and professional service! I highly recommend it, it was a very nice dinner :)","I recommend, good service",Poland,Poland,pawelsN689TM,2023-10-13,,,,,,,pos,2023.0,Poland
5,Bartender Patryk was very kind for us. He gave advice about best choice of whiskey and then a proffesional opinion about best beer. We have really appriciate this visit!,Good place for drink,Poland,Poland,E6332KZjakubd,2023-09-01,,,,,,,pos,2023.0,Poland
5,"A great place with delicious burgers and more.
Friendly service, especially Wiktoria, made sure we felt special. I recommend.",Family time,Poland,Poland,elzbietag671,2023-08-01,,,,,,,pos,2023.0,Poland
5,"Delicious food and drinks, very wide selection of both drinks and food. The place is atmospheric and richly decorated, especially inside. Qualified staff - especially Mr. Szymon who served us. I highly recommend!!!",Expensive but adequate to the quality :),Poland,Poland,816krystiann,2023-07-23,,,,,,,pos,2023.0,Poland
5,"Fantastic place with phenomenal food!!! Extremely professional service, I will remember Filip and Paula for a long time! We are here for the 3rd time and we will always come back! To sum up, I recommend it to everyone! A wonderful time spent eating...",Meeega atmospheric restaurant!,Poland,Poland,S9691DUkatarzynak,2023-07-17,,,,,,,pos,2023.0,Poland
5,"Whiskey Jar will not disappoint you. Great service, drinks, steaks and live music.  Piotr is a great server!  Fun and attentive to his clients. 
Been to the Gdansk WJ many times in my travels to Poland.  Will definitely be going back.",WJ will make you smile!,"Portland, Oregon",Portland,stanc972,2023-10-21,,,,,,,pos,2023.0,Foreigner
5,"Loved this place. The steaks were cooked to perfection. A couple in our party went for the tomahawk pork chop and have raved about it since. Service was top class which made the visit all the more pleasurable. Only criticism was the table we were at, was in a particularly dark park of the restaurant.",Quality all round,"Portlethen, United Kingdom",Portlethen,MrandMrsKeir,2024-02-12,,,,,,,pos,2024.0,Foreigner
5,"The atmosphere in this place is something wonderful.  An evening with delicious drinks in such a place is amazing. We would like to thank Janek for creating a nice atmosphere, as he did something unforgettable behind the bar! ",Nice evening!,"Poznan, Poland",Poznan,zofiad304,2023-09-25,,,,,,,pos,2023.0,Poland
5,"Fantastic atmosphere 🕺💃🏼 Live music 🎼 The most delicious food 🥩🍔 Great and professional service 👨‍🍳 I especially recommend the waiter Eryk 😍 he is full of energy, joy of life and love for people ❤️ We will come back there again 🍹",I sincerely recommend it 🥰,"Poznan, Poland",Poznan,D538EKkarolinan,2023-08-30,,,,,,,pos,2023.0,Poland
5,"Delicious food, great drinks, great service. Eryk did a great job 🏅 I wish I had more such positive people on my path... 😊 I recommend it!!",Whiskey is the jar in Gdańsk was a must-see during my stay in Tricity with my friends!,"Poznan, Poland",Poznan,Voyage45176302004,2023-08-30,,,,,,,pos,2023.0,Poland
5,"Great meat and kind service. Definitely worth the wait. Their drinks are great as well, even the non alcoholic ones.",Great experience,"Poznan, Poland",Poznan,wojciechj789,2023-08-14,,,,,,,pos,2023.0,Poland
5,"Fantastic and quick service. Kostas was very friendly and chatty person, made fabulous cocktails. We've visited Wisky in the jar twice as we really enjoyed the food and drinks. Definitely will get back there again when we visit Poland, Gdańsk. See you again 👌🏻☺️",Amazing food and drinks,"Prestwich, United Kingdom",Prestwich,agnesd1107,2024-01-01,,,,,,,pos,2024.0,Foreigner
5,Food was excellent. Drinks were excellent. Emilia (our waitress) was excellent and helped us because our Polish isn't the best. Couldn't have asked for a better night out. Thank you for the delicious experience!,Good Times in Gdansk,"Princeton, New Jersey",Princeton,Inspire14838799241,2023-11-07,,,,,,,pos,2023.0,Foreigner
2,"Nice location, food average, no extra foodexperience or service at all. Everything medium, poor value for the money.",pool value,"Provence-Alpes-Cote d'Azur, France",Provence-Alpes-Cote d'Azur,Trip55309220474,2023-07-31,,,,,,,neg,2023.0,Foreigner
5,"We ate the best BBQ ribs in the world there! Large portion, tender and tasty! The accompanying salad was also delicious. Two visits in 8 days.",We recommend!,"Quebec City, Canada",Quebec City,452,2024-10-15,,,,,,,pos,2024.0,Foreigner
5,"Amazing food Thank you Wiki!!!
Amazing food, drink, meat,",Amazing Meat,"Queluz, Portugal",Queluz,ZePedroX,2023-10-13,,,,,,,pos,2023.0,Foreigner
4,"Good food but nothing extraordinary, very expensive to be in Gdansk. Long waiting time to get the food and a fillet of approx. 320 gr cost almost NOK 600. Good service but way too expensive.",Quite ok food but expensive,"Raholt, Norway",Raholt,Siv1096313,2023-08-03,,,,,,,pos,2023.0,Foreigner
5,Very tasty. The best ribs and drinks. Nice relaxed atmosphere.  Great service. Greetings to Mrs. Julia 🙂,The best restaurant in Gdańsk,"Reda, Poland",Reda,bartoszbA783PV,2023-07-23,,,,,,,pos,2023.0,Poland
5,Seriously the best burger i’ve ever had in my life. I really recommend the God’s butter burger and the Lay up alcohol that the restaurant makes itself.,"Great service, even better food","Reykjavik, Iceland",Reykjavik,soleyerlajonsd,2023-07-26,,,,,,,pos,2023.0,Foreigner
4,"Insanely good steak with side dishes and good drinks. Cool place with friendly waiters. We were there relatively early in the evening and there were only two of us so there was no problem getting a table. When we left, there was quite a long line to get in. If there are more than two of you, it's probably a good idea to book a table :)
We will definitely go here again!",Very good food!,"Rollag, Norway",Rollag,388elisabethh,2024-03-17,,,,,,,pos,2024.0,Foreigner
5,"We came by to have some drinks. Such an amazing place!!! The service is so helpful and nice, our bartender was Kuba and we would like to say thank you to him, for making our experience with Whiskey in the jar unforgettable :) from Italy with love <3",Cuba - best bartender,"Rome, Italy",Rome,879agnieszkad,2023-07-31,,,,,,,pos,2023.0,Foreigner
2,"My partner and I were very excited to visit this restaurant, it ticked all the boxes! We couldn't wait to try the steaks and the cocktails. Unfortunately, the service is appalling!! I don't normally write reviews but felt like I had too!!! 
We tried to book but we were told to come back and queue (like most restaurants in Gdansk). We were find with this, we were happy just to get a table. We sat inside around 19:00 and noticed that there were quite a few empty tables inside (most people chose to sit outside). We had to wait around 20 mins before we decided to speak to one of the waitresses and we were told that 'Nathalia' would be right with us. Again, we waited another 20 mins (at this point gasping for a drink!) to be told that 'Nathalia' is our waitress and that she'll be right with us. We waited again for a further 10 mins but noticed Nathalia walk by, so we grabbed her and asked if we could order some drinks, she said that she wasn't our waitress but she would take our order anyway!!!!! No apology at this point. 
We had to wait another 20 mins or so for our drinks (at this point I was getting very frustrated and we did nearly leave) but she eventually turned up with some drinks and took our order. We shared the steak platter (and the steak was great!) and asked for onion rings and chips but it came with sweet potato fries and chips!!! So they even got our order wrong too. 
Before the meal we ordered some more drinks (knowing how long these take) but these turned up about half hour after we finished our meal!!!
It was a very frustrating evening. You don't mind waiting a little bit but this was just ridiculous. There was no apology and they got our order wrong. 
We really wanted to try some of the cocktails but we decided to leave. If the service was improved this place could be amazing... such a shame!
Enter at your own risk... if your waitress is called Nathalia you are in for a very long night!!!",Very poor service!! Only go if you have hours to kill!!,"Rowlands Castle, United Kingdom",Rowlands Castle,FarAway01923544833,2024-06-05,,,,,,,neg,2024.0,Foreigner
5,Very big place decor is great choice of drinks amazing and presentation top drawer . Steaks are some of the best I’ve had and I e had a lot very good price,If your in this city like steak like good drink choice defo visit,"Royal Tunbridge Wells, United Kingdom",Royal Tunbridge Wells,Z5491UAstuartl,2023-12-06,,,,,,,pos,2023.0,Foreigner
5,"Food at the highest level, extensive menu. Great decor. Top-notch service, cordial and able to advise. Thanks Piotek",Family dinner,"Ruda Slaska, Poland",Ruda Slaska,293mateuszb,2023-08-21,,,,,,,pos,2023.0,Poland
5,"Great food and drinks in the heart of Gdansk, by the river. Ms Julita who served us was a great advisor! Thanks!",For a steak or good burger,"Rzeszow, Poland",Rzeszow,Reaaga,2023-06-29,,,,,,,pos,2023.0,Poland
5,"Legitimately one of the best burgers I've ever had. I was able to get seated quickly on a Saturday night even though they had a decent crowd built up. My waitress Julia was super awesome and did a great job with making sure food and drinks were timely and followed up with making sure if I wanted another drink (some places don't ask and I prefer when they do, personally). Definitely have to recommend this place! I wasn't going to come until the night of my birthday because they had nice steaks, but ultimately decided to come tonight and the Diablo burger sounded better, and I'm not unhappy about choosing a burger over a steak lol. I feel their steak prices were fair though, especially since they seem to be quite large steaks (9oz for the smaller one for my fellow Americans). Also I've been traveling in Europe for several months and it was nice to feel at home a little here, reminds me of Smoky Mountains Tennessee area but with rock music playing.
 Overall, I definitely recommend and would return!",Definitely come here while in Gdansk!,"Saint Louis, Missouri",Saint Louis,serenecat1,2023-07-01,,,,,,,pos,2023.0,Foreigner
5,We really enjoyed whiskey in The Jar. Great food and really great service from our waiter piotr! No problems recomending The Jar !,Thank you Piotr!,"Sandefjord Municipality, Norway",Sandefjord Municipality,Tourist48230130413,2024-11-19,,,,,,,pos,2024.0,Foreigner
5,"Perfect perfect perfect. Was the first impression for food and everything. Took a while to get the food, but I can understand. Was packed with people. Will definitely come back",Perfect,"Sandefjord, Norway",Sandefjord,370jarih,2023-09-11,,,,,,,pos,2023.0,Foreigner
5,"Great food and great service from Emilia.
Good education and tips regarding food and wine.
Would come again.",Beef-bonanza,"Sandnes, Norway",Sandnes,737henriki,2023-09-14,,,,,,,pos,2023.0,Foreigner
5,Delicious food and good service. They speak good english as well.  Ordered a medium rare steak with fries. This was cooked exactly how it should be. Great service.,Great restaurant with an American touch,"Saronno, Italy",Saronno,710Bash,2023-07-29,,,,,,,pos,2023.0,Foreigner
5,"Pleasant staff, very good service. 
😊👍🏼👍🏼. Very nice restaurant, with good food, good atmosphere, and fantastic company🎉.",Long weekend in Gedansk,"Sarpsborg, Norway",Sarpsborg,fragorull,2023-09-24,,,,,,,pos,2023.0,Foreigner
5,"Quality food!!  
Niki the waitress gave us  great  recommendations
On the menu and it didn’t disappoint!
 
Lively atmosphere which we  liked with the music playing throughout the meal.",Worth a visit when your visiting Gdańsk,"Scotland, United Kingdom",Scotland,Passport29424697172,2023-09-22,,,,,,,pos,2023.0,Foreigner
5,It's a good restaurant in a good location. The food is good and the waiter was really friendly. Wiki is the best!!!!!!!!!!!!! It's a good restaurant in a good location. The food is good and the waiter was really friendly. Wiki is the best!!!!!!!!!!!!! It's a good restaurant in a good location. The food is good and the waiter was really friendly. Wiki is the best!!!!!!!!!!!!!,Nice restaurant in Gdansk,"Singapore, Singapore",Singapore,HyerimK25,2023-09-19,,,,,,,pos,2023.0,Foreigner
1,"After getting a table, we waited for 40 minutes to order the drink. There came a girl who only focused on the tables next to her. Very strange experience! The food that the others got looked good though!",Went after waiting for 40min,"Skurup, Sweden",Skurup,saaaekeee,2023-08-08,,,,,,,neg,2023.0,Foreigner
4,"Really nice hostess Weronika is our waiter, super service minded, polite and pleasant. We all got burgers, very delicious. My mother didn't read the menu closely and thus overlooked that the chicken burger had chili mayonnaise, which made it inedible for her, as she can't eat spicy food at all. The rest of us were very happy with our choice of burger, it tasted fantastic. Good atmosphere with live music you could sing along to. Great restaurant with cool interior. Really good price for delicious food :0)","Great food, great staff.","Soborg, Denmark",Soborg,Z8934OZmariah,2024-03-28,,,,,,,pos,2024.0,Foreigner
5,"Very good drinks and food! Take ribs they are great, also steak is very good and comes on a heated plate! There are so many drinks to choose and all of them are good! Emilia was our waitress and she was great and had time for us even tho the restaurant was packed.",Great food and drinks,"Södertälje, Sweden",Södertälje,115mati,2023-07-18,,,,,,,pos,2023.0,Foreigner
5,"The food was excellent and of the highest quality. Despite the restaurant being full, the service was very friendly and attentive. Innovative drinks. Plus a perfectly fried beef fillet.",Fantastic,"St. Gallen, Switzerland",St. Gallen,DannyS398,2023-08-18,,,,,,,pos,2023.0,Foreigner
5,"Have eaten at a Whiskey in the Jar when I visited Poznan and must say this was just as good. 
Emilia, our waitress, was really helpful with the menu and drinks, and didn’t keep us waiting at all. 
Good selection of drinks, burgers and steaks, and I would recommend. 
Thank you Emilia for your service.","Great food, great service.","St. Neots, United Kingdom",St. Neots,235MarkW235,2023-09-13,,,,,,,pos,2023.0,Foreigner
5,"It was our 35th Wedding Anniversary and we celebrated it here. We both had rib eye steak cooked perfectly, with cheesecake for afters. A really good evening served by Natalia who was very friendly and helpful. Highly recommended, book in advance and make sure you have a smartphone as the menu is online only.  A lovely end to the day",Wedding Anniversary,"Staffordshire, United Kingdom",Staffordshire,Vodaduck,2023-08-06,,,,,,,pos,2023.0,Foreigner
5,"Wonderful experience, amazing food and great service from our waitress Emilia! Top top top visit and we will be sure to come back! 😃",Amazing food and great service,"Stathelle, Norway",Stathelle,Eileenstulen,2023-09-12,,,,,,,pos,2023.0,Foreigner
4,"The food was incredibly good, good pieces of meat with side dishes.  Lots of fancy drinks. Recommend dry aged beef as it tasted smoked as well",Good food and drink,"Stavanger, Norway",Stavanger,KimHieu9,2024-01-04,,,,,,,pos,2024.0,Foreigner
5,"Had a T-bone 🥩, good food, pleasant service by Eryk and good atmosphere.
My wife had a burger which she enjoyed alongside a hot jar of mango Jim Bean.
All in all a good experience here at whiskey in the jar.",There it is,"Stavanger, Norway",Stavanger,487dania,2023-11-13,,,,,,,pos,2023.0,Foreigner
5,"Great staff, fast survice, easy online menu by phone and very good food! 
Recomended by a friend, and we will definetly keep recomending it!",Great steakhouse,"Stavanger, Norway",Stavanger,synnefs,2023-10-11,,,,,,,pos,2023.0,Foreigner
5,Good steakhouse. Really good food. Well-cooked steak. Cool concept with drinks made from whiskey.  Nice location and good service.,Bra steakhouse,"Stavanger, Norway",Stavanger,Nomad65656913309,2023-09-04,,,,,,,pos,2023.0,Foreigner
5,"Thank you Ala, Natalia and all the staff at Whiskey In The Jar. Food and service was excellent and we will visit you once again, when we will be back in Gdansk. ",Excellent,"Stockholm County, Sweden",Stockholm County,Happiness23931072310,2023-10-20,,,,,,,pos,2023.0,Foreigner
5,"So good food,and best service, best, best best ,best, best ,best Beer, best meat, Best hamburger, best Drinks.......",Best service,"Stockholm, Sweden",Stockholm,Camper51524301781,2023-12-27,,,,,,,pos,2023.0,Foreigner
5,"Super nice super tasty, top service by Szymon S. Celebrated 18 years old, so happy 🥳 with everything, chicken, burgers and roast beef, good drinks. Cool concept",Happy in the Jar🤣🥳,"Stockholm, Sweden",Stockholm,Sherpa583026,2023-10-30,,,,,,,pos,2023.0,Foreigner
5,"Lovely place near the old town. Very good food, good hamburgers. Nice staff who helped. Easy to order. ",Weekend in Gdansk,"Stockholm, Sweden",Stockholm,D3390NWmartin,2023-09-30,,,,,,,pos,2023.0,Foreigner
